;Hours;Oslo
06.08.2019;08 - 09;417,1
06.08.2019;09 - 10;417,3
06.08.2019;10 - 11;409,53
06.08.2019;11 - 12;407,24
06.08.2019;12 - 13;400,06
06.08.2019;13 - 14;398,27
06.08.2019;14 - 15;397,87
06.08.2019;15 - 16;398,07
06.08.2019;16 - 17;399,86
06.08.2019;17 - 18;409,13
06.08.2019;18 - 19;410,53
06.08.2019;19 - 20;408,93
06.08.2019;20 - 21;408,43
06.08.2019;21 - 22;411,12
06.08.2019;22 - 23;406,64
06.08.2019;23 - 00;395,18
07.08.2019;00 - 01;381,49
07.08.2019;01 - 02;361,74
07.08.2019;02 - 03;356,56
07.08.2019;03 - 04;356,56
07.08.2019;04 - 05;355,86
07.08.2019;05 - 06;374,81
07.08.2019;06 - 07;392,45
07.08.2019;07 - 08;398,74
07.08.2019;08 - 09;405,22
07.08.2019;09 - 10;408,01
07.08.2019;10 - 11;408,51
07.08.2019;11 - 12;408,01
07.08.2019;12 - 13;406,91
07.08.2019;13 - 14;402,62
07.08.2019;14 - 15;390,66
07.08.2019;15 - 16;388,17
07.08.2019;16 - 17;388,96
07.08.2019;17 - 18;394,35
07.08.2019;18 - 19;404,22
07.08.2019;19 - 20;405,72
07.08.2019;20 - 21;408,11
07.08.2019;21 - 22;404,82
07.08.2019;22 - 23;392,16
07.08.2019;23 - 00;381,99
08.08.2019;00 - 01;363,64
08.08.2019;01 - 02;352,48
08.08.2019;02 - 03;349,1
08.08.2019;03 - 04;348,2
08.08.2019;04 - 05;352,48
08.08.2019;05 - 06;364,84
08.08.2019;06 - 07;373,51
08.08.2019;07 - 08;380,08
08.08.2019;08 - 09;385,56
08.08.2019;09 - 10;384,46
08.08.2019;10 - 11;377,39
08.08.2019;11 - 12;378,39
08.08.2019;12 - 13;375,8
08.08.2019;13 - 14;374,2
08.08.2019;14 - 15;373,41
08.08.2019;15 - 16;371,01
08.08.2019;16 - 17;370,62
08.08.2019;17 - 18;373,51
08.08.2019;18 - 19;382,27
08.08.2019;19 - 20;389,65
08.08.2019;20 - 21;388,75
08.08.2019;21 - 22;389,25
08.08.2019;22 - 23;388,05
08.08.2019;23 - 00;378,49
09.08.2019;00 - 01;363,17
09.08.2019;01 - 02;350,84
09.08.2019;02 - 03;340,52
09.08.2019;03 - 04;341,42
09.08.2019;04 - 05;339,11
09.08.2019;05 - 06;372,69
09.08.2019;06 - 07;377
09.08.2019;07 - 08;384,52
09.08.2019;08 - 09;391,54
09.08.2019;09 - 10;393,14
09.08.2019;10 - 11;390,74
09.08.2019;11 - 12;392,04
09.08.2019;12 - 13;380,41
09.08.2019;13 - 14;380,71
09.08.2019;14 - 15;385,02
09.08.2019;15 - 16;377,7
09.08.2019;16 - 17;377
09.08.2019;17 - 18;383,02
09.08.2019;18 - 19;385,22
09.08.2019;19 - 20;384,42
09.08.2019;20 - 21;380,21
09.08.2019;21 - 22;370,79
09.08.2019;22 - 23;354,15
09.08.2019;23 - 00;340,11
10.08.2019;00 - 01;348,07
10.08.2019;01 - 02;346,07
10.08.2019;02 - 03;338,58
10.08.2019;03 - 04;326,7
10.08.2019;04 - 05;316,42
10.08.2019;05 - 06;313,63
10.08.2019;06 - 07;321,11
10.08.2019;07 - 08;339,28
10.08.2019;08 - 09;351,76
10.08.2019;09 - 10;359,84
10.08.2019;10 - 11;360,04
10.08.2019;11 - 12;358,15
10.08.2019;12 - 13;354,75
10.08.2019;13 - 14;350,46
10.08.2019;14 - 15;348,46
10.08.2019;15 - 16;347,57
10.08.2019;16 - 17;348,96
10.08.2019;17 - 18;352,56
10.08.2019;18 - 19;350,66
10.08.2019;19 - 20;339,48
10.08.2019;20 - 21;339,38
10.08.2019;21 - 22;323,71
10.08.2019;22 - 23;317,72
10.08.2019;23 - 00;319,52
11.08.2019;00 - 01;287,04
11.08.2019;01 - 02;224,84
11.08.2019;02 - 03;170,69
11.08.2019;03 - 04;130,58
11.08.2019;04 - 05;134,96
11.08.2019;05 - 06;140,04
11.08.2019;06 - 07;148,4
11.08.2019;07 - 08;210,9
11.08.2019;08 - 09;289,73
11.08.2019;09 - 10;318,39
11.08.2019;10 - 11;330,54
11.08.2019;11 - 12;330,93
11.08.2019;12 - 13;319,79
11.08.2019;13 - 14;318,09
11.08.2019;14 - 15;314,71
11.08.2019;15 - 16;323,17
11.08.2019;16 - 17;324,56
11.08.2019;17 - 18;338,5
11.08.2019;18 - 19;358,01
11.08.2019;19 - 20;369,25
11.08.2019;20 - 21;375,03
11.08.2019;21 - 22;375,72
11.08.2019;22 - 23;374,13
11.08.2019;23 - 00;362,29
12.08.2019;00 - 01;341,58
12.08.2019;01 - 02;298,99
12.08.2019;02 - 03;282,46
12.08.2019;03 - 04;273,7
12.08.2019;04 - 05;279,68
12.08.2019;05 - 06;321,68
12.08.2019;06 - 07;368,36
12.08.2019;07 - 08;384,18
12.08.2019;08 - 09;381,3
12.08.2019;09 - 10;381
12.08.2019;10 - 11;374,63
12.08.2019;11 - 12;374,53
12.08.2019;12 - 13;362,78
12.08.2019;13 - 14;361,29
12.08.2019;14 - 15;369,55
12.08.2019;15 - 16;367,76
12.08.2019;16 - 17;376,02
12.08.2019;17 - 18;384,58
12.08.2019;18 - 19;387,07
12.08.2019;19 - 20;386,77
12.08.2019;20 - 21;385,97
12.08.2019;21 - 22;386,37
12.08.2019;22 - 23;381,49
12.08.2019;23 - 00;359,6
13.08.2019;00 - 01;349,62
13.08.2019;01 - 02;340,02
13.08.2019;02 - 03;330,62
13.08.2019;03 - 04;332,62
13.08.2019;04 - 05;331,82
13.08.2019;05 - 06;353,02
13.08.2019;06 - 07;371,61
13.08.2019;07 - 08;374,71
13.08.2019;08 - 09;379,11
13.08.2019;09 - 10;380,11
13.08.2019;10 - 11;377,11
13.08.2019;11 - 12;371,61
13.08.2019;12 - 13;364,51
13.08.2019;13 - 14;363,51
13.08.2019;14 - 15;362,71
13.08.2019;15 - 16;352,72
13.08.2019;16 - 17;359,91
13.08.2019;17 - 18;364,51
13.08.2019;18 - 19;369,41
13.08.2019;19 - 20;374,11
13.08.2019;20 - 21;373,91
13.08.2019;21 - 22;374,51
13.08.2019;22 - 23;371,51
13.08.2019;23 - 00;354,21
14.08.2019;00 - 01;327,56
14.08.2019;01 - 02;304,83
14.08.2019;02 - 03;284,61
14.08.2019;03 - 04;283,01
14.08.2019;04 - 05;297,13
14.08.2019;05 - 06;326,76
14.08.2019;06 - 07;354,69
14.08.2019;07 - 08;367
14.08.2019;08 - 09;370,91
14.08.2019;09 - 10;366
14.08.2019;10 - 11;361,2
14.08.2019;11 - 12;354,69
14.08.2019;12 - 13;350,99
14.08.2019;13 - 14;350,08
14.08.2019;14 - 15;350,28
14.08.2019;15 - 16;349,48
14.08.2019;16 - 17;350,18
14.08.2019;17 - 18;359,7
14.08.2019;18 - 19;361,8
14.08.2019;19 - 20;362
14.08.2019;20 - 21;362,3
14.08.2019;21 - 22;361,6
14.08.2019;22 - 23;360,3
14.08.2019;23 - 00;349,68
15.08.2019;00 - 01;329,67
15.08.2019;01 - 02;314,09
15.08.2019;02 - 03;293,02
15.08.2019;03 - 04;277,74
15.08.2019;04 - 05;266,65
15.08.2019;05 - 06;295,72
15.08.2019;06 - 07;299,11
15.08.2019;07 - 08;329,97
15.08.2019;08 - 09;344,25
15.08.2019;09 - 10;349,84
15.08.2019;10 - 11;345,35
15.08.2019;11 - 12;341,06
15.08.2019;12 - 13;331,37
15.08.2019;13 - 14;320,18
15.08.2019;14 - 15;308,1
15.08.2019;15 - 16;308,8
15.08.2019;16 - 17;329,37
15.08.2019;17 - 18;341,95
15.08.2019;18 - 19;349,64
15.08.2019;19 - 20;357,73
15.08.2019;20 - 21;356,34
15.08.2019;21 - 22;349,45
15.08.2019;22 - 23;339,06
15.08.2019;23 - 00;332,87
16.08.2019;00 - 01;312,02
16.08.2019;01 - 02;296,17
16.08.2019;02 - 03;288,75
16.08.2019;03 - 04;290,96
16.08.2019;04 - 05;300,18
16.08.2019;05 - 06;320,84
16.08.2019;06 - 07;347,62
16.08.2019;07 - 08;358,15
16.08.2019;08 - 09;369,79
16.08.2019;09 - 10;362,97
16.08.2019;10 - 11;356,65
16.08.2019;11 - 12;352,94
16.08.2019;12 - 13;342,51
16.08.2019;13 - 14;327,56
16.08.2019;14 - 15;331,27
16.08.2019;15 - 16;318,44
16.08.2019;16 - 17;335,59
16.08.2019;17 - 18;347,52
16.08.2019;18 - 19;350,13
16.08.2019;19 - 20;350,23
16.08.2019;20 - 21;343,51
16.08.2019;21 - 22;342,81
16.08.2019;22 - 23;339,2
16.08.2019;23 - 00;320,54
17.08.2019;00 - 01;321,31
17.08.2019;01 - 02;273,15
17.08.2019;02 - 03;234,75
17.08.2019;03 - 04;185,69
17.08.2019;04 - 05;138,72
17.08.2019;05 - 06;150,39
17.08.2019;06 - 07;254,6
17.08.2019;07 - 08;296,98
17.08.2019;08 - 09;307,05
17.08.2019;09 - 10;331,09
17.08.2019;10 - 11;332,28
17.08.2019;11 - 12;328,99
17.08.2019;12 - 13;314,33
17.08.2019;13 - 14;311,84
17.08.2019;14 - 15;308,25
17.08.2019;15 - 16;308,55
17.08.2019;16 - 17;311,04
17.08.2019;17 - 18;326,3
17.08.2019;18 - 19;332,58
17.08.2019;19 - 20;345,25
17.08.2019;20 - 21;348,74
17.08.2019;21 - 22;351,73
17.08.2019;22 - 23;344,65
17.08.2019;23 - 00;331,98
18.08.2019;00 - 01;317,48
18.08.2019;01 - 02;285,63
18.08.2019;02 - 03;286,83
18.08.2019;03 - 04;289,52
18.08.2019;04 - 05;288,92
18.08.2019;05 - 06;284,33
18.08.2019;06 - 07;310,29
18.08.2019;07 - 08;332,05
18.08.2019;08 - 09;335,65
18.08.2019;09 - 10;342,13
18.08.2019;10 - 11;348,62
18.08.2019;11 - 12;348,02
18.08.2019;12 - 13;342,73
18.08.2019;13 - 14;341,74
18.08.2019;14 - 15;341,14
18.08.2019;15 - 16;339,74
18.08.2019;16 - 17;340,14
18.08.2019;17 - 18;343,73
18.08.2019;18 - 19;352,12
18.08.2019;19 - 20;358,31
18.08.2019;20 - 21;366,29
18.08.2019;21 - 22;367,19
18.08.2019;22 - 23;357,71
18.08.2019;23 - 00;337,54
19.08.2019;00 - 01;295,41
19.08.2019;01 - 02;274,05
19.08.2019;02 - 03;268,16
19.08.2019;03 - 04;281,14
19.08.2019;04 - 05;270,15
19.08.2019;05 - 06;319,07
19.08.2019;06 - 07;348,82
19.08.2019;07 - 08;362,3
19.08.2019;08 - 09;368,89
19.08.2019;09 - 10;359,31
19.08.2019;10 - 11;352,62
19.08.2019;11 - 12;336,04
19.08.2019;12 - 13;322,97
19.08.2019;13 - 14;323,86
19.08.2019;14 - 15;322,97
19.08.2019;15 - 16;322,67
19.08.2019;16 - 17;336,54
19.08.2019;17 - 18;347,92
19.08.2019;18 - 19;360,5
19.08.2019;19 - 20;365,1
19.08.2019;20 - 21;364,8
19.08.2019;21 - 22;364,7
19.08.2019;22 - 23;357,81
19.08.2019;23 - 00;340,24
20.08.2019;00 - 01;313,32
20.08.2019;01 - 02;296,94
20.08.2019;02 - 03;295,35
20.08.2019;03 - 04;286,26
20.08.2019;04 - 05;300,34
20.08.2019;05 - 06;332,79
20.08.2019;06 - 07;353,96
20.08.2019;07 - 08;357,25
20.08.2019;08 - 09;362,84
20.08.2019;09 - 10;364,54
20.08.2019;10 - 11;364,54
20.08.2019;11 - 12;364,24
20.08.2019;12 - 13;359,85
20.08.2019;13 - 14;360,25
20.08.2019;14 - 15;357,85
20.08.2019;15 - 16;356,45
20.08.2019;16 - 17;358,55
20.08.2019;17 - 18;357,15
20.08.2019;18 - 19;357,35
20.08.2019;19 - 20;358,95
20.08.2019;20 - 21;358,15
20.08.2019;21 - 22;357,65
20.08.2019;22 - 23;352,06
20.08.2019;23 - 00;345,67
21.08.2019;00 - 01;329,89
21.08.2019;01 - 02;330,29
21.08.2019;02 - 03;319,32
21.08.2019;03 - 04;311,53
21.08.2019;04 - 05;318,52
21.08.2019;05 - 06;337,27
21.08.2019;06 - 07;346,15
21.08.2019;07 - 08;348,34
21.08.2019;08 - 09;353,83
21.08.2019;09 - 10;352,93
21.08.2019;10 - 11;351,44
21.08.2019;11 - 12;349,94
21.08.2019;12 - 13;344,95
21.08.2019;13 - 14;339,87
21.08.2019;14 - 15;341,36
21.08.2019;15 - 16;339,37
21.08.2019;16 - 17;342,16
21.08.2019;17 - 18;347,45
21.08.2019;18 - 19;347,35
21.08.2019;19 - 20;347,05
21.08.2019;20 - 21;346,35
21.08.2019;21 - 22;346,85
21.08.2019;22 - 23;345,55
21.08.2019;23 - 00;340,06
22.08.2019;00 - 01;330,54
22.08.2019;01 - 02;321,69
22.08.2019;02 - 03;307,67
22.08.2019;03 - 04;300,41
22.08.2019;04 - 05;292,45
22.08.2019;05 - 06;317,51
22.08.2019;06 - 07;326,16
22.08.2019;07 - 08;343,17
22.08.2019;08 - 09;353,61
22.08.2019;09 - 10;349,43
22.08.2019;10 - 11;336,01
22.08.2019;11 - 12;328,25
22.08.2019;12 - 13;318,31
22.08.2019;13 - 14;303,59
22.08.2019;14 - 15;310,35
22.08.2019;15 - 16;314,13
22.08.2019;16 - 17;327,26
22.08.2019;17 - 18;336,31
22.08.2019;18 - 19;335,31
22.08.2019;19 - 20;333,52
22.08.2019;20 - 21;331,53
22.08.2019;21 - 22;331,83
22.08.2019;22 - 23;330,84
22.08.2019;23 - 00;326,76
23.08.2019;00 - 01;308,3
23.08.2019;01 - 02;299,85
23.08.2019;02 - 03;298,86
23.08.2019;03 - 04;298,46
23.08.2019;04 - 05;308
23.08.2019;05 - 06;316,55
23.08.2019;06 - 07;327,19
23.08.2019;07 - 08;329,27
23.08.2019;08 - 09;334,74
23.08.2019;09 - 10;337,62
23.08.2019;10 - 11;334,74
23.08.2019;11 - 12;328,38
23.08.2019;12 - 13;317,54
23.08.2019;13 - 14;310,39
23.08.2019;14 - 15;308,7
23.08.2019;15 - 16;315,26
23.08.2019;16 - 17;323,71
23.08.2019;17 - 18;330,27
23.08.2019;18 - 19;330,86
23.08.2019;19 - 20;330,66
23.08.2019;20 - 21;329,17
23.08.2019;21 - 22;330,76
23.08.2019;22 - 23;329,47
23.08.2019;23 - 00;327,38
24.08.2019;00 - 01;327,8
24.08.2019;01 - 02;317,27
24.08.2019;02 - 03;306,73
24.08.2019;03 - 04;306,34
24.08.2019;04 - 05;298,48
24.08.2019;05 - 06;308,12
24.08.2019;06 - 07;315,48
24.08.2019;07 - 08;323,13
24.08.2019;08 - 09;321,84
24.08.2019;09 - 10;323,73
24.08.2019;10 - 11;318,96
24.08.2019;11 - 12;314,29
24.08.2019;12 - 13;313,69
24.08.2019;13 - 14;313,29
24.08.2019;14 - 15;312,8
24.08.2019;15 - 16;312,5
24.08.2019;16 - 17;314,98
24.08.2019;17 - 18;319,75
24.08.2019;18 - 19;327,11
24.08.2019;19 - 20;325,72
24.08.2019;20 - 21;324,62
24.08.2019;21 - 22;324,92
24.08.2019;22 - 23;325,62
24.08.2019;23 - 00;314,78
25.08.2019;00 - 01;313,46
25.08.2019;01 - 02;299,58
25.08.2019;02 - 03;296,28
25.08.2019;03 - 04;294,08
25.08.2019;04 - 05;294,08
25.08.2019;05 - 06;289,38
25.08.2019;06 - 07;291,98
25.08.2019;07 - 08;312,47
25.08.2019;08 - 09;321,16
25.08.2019;09 - 10;324,96
25.08.2019;10 - 11;324,66
25.08.2019;11 - 12;324,86
25.08.2019;12 - 13;324,56
25.08.2019;13 - 14;323,46
25.08.2019;14 - 15;321,16
25.08.2019;15 - 16;321,36
25.08.2019;16 - 17;319,66
25.08.2019;17 - 18;325,56
25.08.2019;18 - 19;337,05
25.08.2019;19 - 20;346,94
25.08.2019;20 - 21;351,64
25.08.2019;21 - 22;357,73
25.08.2019;22 - 23;352,74
25.08.2019;23 - 00;333,85
26.08.2019;00 - 01;328,35
26.08.2019;01 - 02;321,56
26.08.2019;02 - 03;320,36
26.08.2019;03 - 04;322,06
26.08.2019;04 - 05;326,06
26.08.2019;05 - 06;334,25
26.08.2019;06 - 07;348,74
26.08.2019;07 - 08;349,74
26.08.2019;08 - 09;345,64
26.08.2019;09 - 10;349,24
26.08.2019;10 - 11;350,94
26.08.2019;11 - 12;347,84
26.08.2019;12 - 13;344,74
26.08.2019;13 - 14;344,14
26.08.2019;14 - 15;343,64
26.08.2019;15 - 16;343,34
26.08.2019;16 - 17;343,64
26.08.2019;17 - 18;343,74
26.08.2019;18 - 19;343,84
26.08.2019;19 - 20;348,94
26.08.2019;20 - 21;349,04
26.08.2019;21 - 22;350,84
26.08.2019;22 - 23;345,04
26.08.2019;23 - 00;335,95
27.08.2019;00 - 01;344,94
27.08.2019;01 - 02;341,25
27.08.2019;02 - 03;336,75
27.08.2019;03 - 04;333,85
27.08.2019;04 - 05;335,95
27.08.2019;05 - 06;345,84
27.08.2019;06 - 07;351,64
27.08.2019;07 - 08;355,84
27.08.2019;08 - 09;360,54
27.08.2019;09 - 10;360,64
27.08.2019;10 - 11;360,64
27.08.2019;11 - 12;362,44
27.08.2019;12 - 13;360,24
27.08.2019;13 - 14;360,04
27.08.2019;14 - 15;359,94
27.08.2019;15 - 16;348,04
27.08.2019;16 - 17;348,14
27.08.2019;17 - 18;347,94
27.08.2019;18 - 19;348,04
27.08.2019;19 - 20;349,54
27.08.2019;20 - 21;349,34
27.08.2019;21 - 22;351,14
27.08.2019;22 - 23;346,74
27.08.2019;23 - 00;340,45
28.08.2019;00 - 01;340,09
28.08.2019;01 - 02;336,99
28.08.2019;02 - 03;334,9
28.08.2019;03 - 04;333,4
28.08.2019;04 - 05;329,41
28.08.2019;05 - 06;334,9
28.08.2019;06 - 07;338,49
28.08.2019;07 - 08;338,49
28.08.2019;08 - 09;339,79
28.08.2019;09 - 10;340,59
28.08.2019;10 - 11;340,79
28.08.2019;11 - 12;342,98
28.08.2019;12 - 13;341,29
28.08.2019;13 - 14;340,49
28.08.2019;14 - 15;341,49
28.08.2019;15 - 16;338,29
28.08.2019;16 - 17;339,49
28.08.2019;17 - 18;338,89
28.08.2019;18 - 19;338,89
28.08.2019;19 - 20;338,99
28.08.2019;20 - 21;339,49
28.08.2019;21 - 22;342,39
28.08.2019;22 - 23;342,39
28.08.2019;23 - 00;337,29
29.08.2019;00 - 01;327,05
29.08.2019;01 - 02;325,25
29.08.2019;02 - 03;324,45
29.08.2019;03 - 04;312,25
29.08.2019;04 - 05;311,95
29.08.2019;05 - 06;316,85
29.08.2019;06 - 07;328,05
29.08.2019;07 - 08;326,75
29.08.2019;08 - 09;328,05
29.08.2019;09 - 10;328,15
29.08.2019;10 - 11;331,35
29.08.2019;11 - 12;330,85
29.08.2019;12 - 13;330,35
29.08.2019;13 - 14;330,85
29.08.2019;14 - 15;326,95
29.08.2019;15 - 16;326,75
29.08.2019;16 - 17;326,55
29.08.2019;17 - 18;326,25
29.08.2019;18 - 19;324,55
29.08.2019;19 - 20;324,25
29.08.2019;20 - 21;324,65
29.08.2019;21 - 22;326,35
29.08.2019;22 - 23;318,35
29.08.2019;23 - 00;312,15
30.08.2019;00 - 01;312,24
30.08.2019;01 - 02;306,02
30.08.2019;02 - 03;299,3
30.08.2019;03 - 04;297,39
30.08.2019;04 - 05;297,09
30.08.2019;05 - 06;292,47
30.08.2019;06 - 07;311,34
30.08.2019;07 - 08;313,45
30.08.2019;08 - 09;316,16
30.08.2019;09 - 10;318,67
30.08.2019;10 - 11;318,17
30.08.2019;11 - 12;319,87
30.08.2019;12 - 13;319,37
30.08.2019;13 - 14;319,07
30.08.2019;14 - 15;318,07
30.08.2019;15 - 16;311,44
30.08.2019;16 - 17;312,65
30.08.2019;17 - 18;314,85
30.08.2019;18 - 19;312,85
30.08.2019;19 - 20;312,35
30.08.2019;20 - 21;312,24
30.08.2019;21 - 22;312,04
30.08.2019;22 - 23;304,92
30.08.2019;23 - 00;302,41
31.08.2019;00 - 01;311,03
31.08.2019;01 - 02;308,12
31.08.2019;02 - 03;297,78
31.08.2019;03 - 04;291,65
31.08.2019;04 - 05;287,94
31.08.2019;05 - 06;282,92
31.08.2019;06 - 07;290,05
31.08.2019;07 - 08;282,72
31.08.2019;08 - 09;301,29
31.08.2019;09 - 10;306,31
31.08.2019;10 - 11;304,1
31.08.2019;11 - 12;295,77
31.08.2019;12 - 13;291,55
31.08.2019;13 - 14;286,13
31.08.2019;14 - 15;281,41
31.08.2019;15 - 16;282,42
31.08.2019;16 - 17;290,85
31.08.2019;17 - 18;301,39
31.08.2019;18 - 19;301,69
31.08.2019;19 - 20;301,79
31.08.2019;20 - 21;301,39
31.08.2019;21 - 22;304
31.08.2019;22 - 23;305,41
31.08.2019;23 - 00;304,4
01.09.2019;00 - 01;287,76
01.09.2019;01 - 02;273,85
01.09.2019;02 - 03;264,94
01.09.2019;03 - 04;265,74
01.09.2019;04 - 05;259,34
01.09.2019;05 - 06;266,34
01.09.2019;06 - 07;271,85
01.09.2019;07 - 08;273,85
01.09.2019;08 - 09;283,96
01.09.2019;09 - 10;304,88
01.09.2019;10 - 11;307,08
01.09.2019;11 - 12;307,58
01.09.2019;12 - 13;309,38
01.09.2019;13 - 14;302,58
01.09.2019;14 - 15;293,57
01.09.2019;15 - 16;286,86
01.09.2019;16 - 17;281,26
01.09.2019;17 - 18;307,98
01.09.2019;18 - 19;324,3
01.09.2019;19 - 20;328
01.09.2019;20 - 21;330
01.09.2019;21 - 22;333,81
01.09.2019;22 - 23;327,7
01.09.2019;23 - 00;319,99
02.09.2019;00 - 01;300,28
02.09.2019;01 - 02;269,95
02.09.2019;02 - 03;259,84
02.09.2019;03 - 04;250,23
02.09.2019;04 - 05;262,84
02.09.2019;05 - 06;299,88
02.09.2019;06 - 07;316,49
02.09.2019;07 - 08;317,79
02.09.2019;08 - 09;320,89
02.09.2019;09 - 10;324,9
02.09.2019;10 - 11;324,7
02.09.2019;11 - 12;322,7
02.09.2019;12 - 13;322,7
02.09.2019;13 - 14;322,5
02.09.2019;14 - 15;322
02.09.2019;15 - 16;321,8
02.09.2019;16 - 17;322,2
02.09.2019;17 - 18;321,2
02.09.2019;18 - 19;319,19
02.09.2019;19 - 20;318,79
02.09.2019;20 - 21;318,99
02.09.2019;21 - 22;319,39
02.09.2019;22 - 23;316,89
02.09.2019;23 - 00;302,98
03.09.2019;00 - 01;300,93
03.09.2019;01 - 02;281,15
03.09.2019;02 - 03;269,26
03.09.2019;03 - 04;242,78
03.09.2019;04 - 05;240,78
03.09.2019;05 - 06;283,14
03.09.2019;06 - 07;291,64
03.09.2019;07 - 08;301,23
03.09.2019;08 - 09;307,82
03.09.2019;09 - 10;308,82
03.09.2019;10 - 11;308,92
03.09.2019;11 - 12;305,42
03.09.2019;12 - 13;297,93
03.09.2019;13 - 14;300,73
03.09.2019;14 - 15;302,13
03.09.2019;15 - 16;302,03
03.09.2019;16 - 17;302,93
03.09.2019;17 - 18;301,43
03.09.2019;18 - 19;300,23
03.09.2019;19 - 20;302,93
03.09.2019;20 - 21;303,13
03.09.2019;21 - 22;312,22
03.09.2019;22 - 23;307,22
03.09.2019;23 - 00;300,23
04.09.2019;00 - 01;305,63
04.09.2019;01 - 02;298,12
04.09.2019;02 - 03;290,61
04.09.2019;03 - 04;283,1
04.09.2019;04 - 05;290,41
04.09.2019;05 - 06;293,01
04.09.2019;06 - 07;307,43
04.09.2019;07 - 08;323,55
04.09.2019;08 - 09;327,76
04.09.2019;09 - 10;325,46
04.09.2019;10 - 11;325,76
04.09.2019;11 - 12;315,74
04.09.2019;12 - 13;299,72
04.09.2019;13 - 14;294,11
04.09.2019;14 - 15;294,71
04.09.2019;15 - 16;290,41
04.09.2019;16 - 17;298,12
04.09.2019;17 - 18;307,23
04.09.2019;18 - 19;314,34
04.09.2019;19 - 20;313,04
04.09.2019;20 - 21;309,73
04.09.2019;21 - 22;317,14
04.09.2019;22 - 23;313,74
04.09.2019;23 - 00;299,12
05.09.2019;00 - 01;289,64
05.09.2019;01 - 02;267,87
05.09.2019;02 - 03;252,69
05.09.2019;03 - 04;240,6
05.09.2019;04 - 05;260,38
05.09.2019;05 - 06;286,05
05.09.2019;06 - 07;293,34
05.09.2019;07 - 08;280,25
05.09.2019;08 - 09;306,72
05.09.2019;09 - 10;303,13
05.09.2019;10 - 11;299,83
05.09.2019;11 - 12;295,74
05.09.2019;12 - 13;272,76
05.09.2019;13 - 14;271,67
05.09.2019;14 - 15;266,57
05.09.2019;15 - 16;274,76
05.09.2019;16 - 17;288,15
05.09.2019;17 - 18;305,52
05.09.2019;18 - 19;300,33
05.09.2019;19 - 20;296,53
05.09.2019;20 - 21;302,93
05.09.2019;21 - 22;309,12
05.09.2019;22 - 23;306,22
05.09.2019;23 - 00;297,13
06.09.2019;00 - 01;261,18
06.09.2019;01 - 02;254,82
06.09.2019;02 - 03;242,1
06.09.2019;03 - 04;245,18
06.09.2019;04 - 05;261,38
06.09.2019;05 - 06;277,18
06.09.2019;06 - 07;284,24
06.09.2019;07 - 08;299,05
06.09.2019;08 - 09;299,94
06.09.2019;09 - 10;299,84
06.09.2019;10 - 11;298,95
06.09.2019;11 - 12;300,64
06.09.2019;12 - 13;292,89
06.09.2019;13 - 14;280,46
06.09.2019;14 - 15;284,24
06.09.2019;15 - 16;283,45
06.09.2019;16 - 17;291,6
06.09.2019;17 - 18;306,8
06.09.2019;18 - 19;307,7
06.09.2019;19 - 20;308,09
06.09.2019;20 - 21;307,6
06.09.2019;21 - 22;309,09
06.09.2019;22 - 23;305,81
06.09.2019;23 - 00;302,23
07.09.2019;00 - 01;308,16
07.09.2019;01 - 02;296,63
07.09.2019;02 - 03;292,75
07.09.2019;03 - 04;290,27
07.09.2019;04 - 05;292,85
07.09.2019;05 - 06;295,44
07.09.2019;06 - 07;296,23
07.09.2019;07 - 08;293,15
07.09.2019;08 - 09;294,34
07.09.2019;09 - 10;297,92
07.09.2019;10 - 11;300,71
07.09.2019;11 - 12;299,21
07.09.2019;12 - 13;298,52
07.09.2019;13 - 14;297,33
07.09.2019;14 - 15;297,43
07.09.2019;15 - 16;297,03
07.09.2019;16 - 17;297,52
07.09.2019;17 - 18;299,12
07.09.2019;18 - 19;299,61
07.09.2019;19 - 20;298,62
07.09.2019;20 - 21;298,42
07.09.2019;21 - 22;299,71
07.09.2019;22 - 23;298,02
07.09.2019;23 - 00;297,33
08.09.2019;00 - 01;320,47
08.09.2019;01 - 02;312,16
08.09.2019;02 - 03;309,79
08.09.2019;03 - 04;306,43
08.09.2019;04 - 05;305,54
08.09.2019;05 - 06;304,55
08.09.2019;06 - 07;310,09
